02:00:30.80 | INFO | utils.core.telegram:pars_sessions:56 | Searched sessions: 11.
02:01:15.06 | INFO | utils.core.telegram:pars_sessions:56 | Searched sessions: 11.
02:01:15.07 | SUCCESS | utils.core.telegram:get_accounts:106 | Search available accounts: 11.
02:01:15.07 | INFO | utils.core.telegram:check_valid_accounts:85 | Checking accounts for valid...
02:01:47.44 | SUCCESS | utils.core.telegram:check_valid_accounts:95 | Valid accounts: 10; Invalid: 1
02:01:47.45 | INFO | utils.core.telegram:get_accounts:112 | Saved 1 invalid account(s) in sessions/invalid_accounts.txt
02:02:03.78 | SUCCESS | utils.starter:stats:97 | Сохранена статистика в statistics/statistics_2024-09-12-02-02-03.csv
02:02:24.56 | INFO | utils.core.telegram:pars_sessions:56 | Searched sessions: 11.
02:02:24.56 | SUCCESS | utils.core.telegram:get_accounts:106 | Search available accounts: 11.
02:02:24.56 | INFO | utils.core.telegram:check_valid_accounts:85 | Checking accounts for valid...
02:02:56.93 | SUCCESS | utils.core.telegram:check_valid_accounts:95 | Valid accounts: 10; Invalid: 1
02:02:56.93 | INFO | utils.core.telegram:get_accounts:112 | Saved 1 invalid account(s) in sessions/invalid_accounts.txt
02:03:06.95 | SUCCESS | utils.starter:start:29 | Thread 6 | 7.session | Завершена задача «Ежедневные награды» и получено 500 очков
03:08:14.43 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:08:15.02 | WARNING | utils.starter:start:54 | Thread 8 | 9.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 55840
03:08:17.60 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:08:19.34 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:08:19.61 | INFO | utils.starter:start:70 | Thread 4 | 4.session | Ждём 135.7 секунд!
03:08:20.82 | WARNING | utils.starter:start:54 | Thread 3 | 3.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 56310
03:08:21.56 | INFO | utils.starter:start:70 | Thread 8 | 9.session | Ждём 110.8 секунд!
03:08:22.49 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:08:25.60 | SUCCESS | utils.starter:start:54 | Thread 7 | 8.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55860
03:08:28.57 | INFO | utils.starter:start:70 | Thread 3 | 3.session | Ждём 134.0 секунд!
03:08:30.78 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:08:33.26 | INFO | utils.starter:start:70 | Thread 7 | 8.session | Ждём 150.1 секунд!
03:08:34.00 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:08:37.29 | WARNING | utils.starter:start:54 | Thread 9 | main.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 75914
03:08:44.89 | INFO | utils.starter:start:70 | Thread 9 | main.session | Ждём 137.3 секунд!
03:08:48.54 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:08:51.11 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:08:53.92 | WARNING | utils.starter:start:54 | Thread 2 | 2.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 56180
03:09:01.96 | INFO | utils.starter:start:70 | Thread 2 | 2.session | Ждём 135.6 секунд!
03:09:05.94 | WARNING | utils.starter:start:31 | Thread 6 | 7.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:09:09.22 | WARNING | utils.starter:start:31 | Thread 6 | 7.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:09:12.86 | SUCCESS | utils.starter:start:54 | Thread 6 | 7.session | Выиграл и выбрал прогноз MOON! Награда: 10; Баланс: 55980
03:09:21.26 | WARNING | utils.starter:start:54 | Thread 6 | 7.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 55980
03:09:27.56 | INFO | utils.starter:start:70 | Thread 6 | 7.session | Ждём 174.4 секунд!
03:09:32.86 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:09:35.57 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:09:39.05 | SUCCESS | utils.starter:start:54 | Thread 0 | 1.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 56010
03:09:44.83 | INFO | utils.starter:start:70 | Thread 0 | 1.session | Ждём 151.0 секунд!
03:09:50.87 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:09:53.76 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:09:54.87 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:09:56.59 | SUCCESS | utils.starter:start:54 | Thread 5 | 5.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55970
03:09:57.66 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:10:00.36 | SUCCESS | utils.starter:start:54 | Thread 1 | 10.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55990
03:10:02.30 | INFO | utils.starter:start:70 | Thread 5 | 5.session | Ждём 111.5 секунд!
03:10:06.57 | INFO | utils.starter:start:70 | Thread 1 | 10.session | Ждём 101.5 секунд!
03:10:13.52 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:10:16.44 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:10:19.55 | SUCCESS | utils.starter:start:54 | Thread 8 | 9.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55850
03:10:26.50 | INFO | utils.starter:start:70 | Thread 8 | 9.session | Ждём 143.9 секунд!
03:10:36.75 | WARNING | utils.starter:start:31 | Thread 4 | 4.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:10:39.08 | WARNING | utils.starter:start:31 | Thread 4 | 4.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:10:41.84 | WARNING | utils.starter:start:54 | Thread 4 | 4.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 56110
03:10:44.03 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:10:46.31 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:10:48.98 | INFO | utils.starter:start:70 | Thread 4 | 4.session | Ждём 142.8 секунд!
03:10:49.59 | SUCCESS | utils.starter:start:54 | Thread 3 | 3.session | Выиграл и выбрал прогноз MOON! Награда: 10; Баланс: 56320
03:10:57.63 | INFO | utils.starter:start:70 | Thread 3 | 3.session | Ждём 105.0 секунд!
03:11:03.57 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:11:05.05 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:11:05.84 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:11:07.48 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:11:09.00 | WARNING | utils.starter:start:54 | Thread 9 | main.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 75920
03:11:10.87 | WARNING | utils.starter:start:54 | Thread 7 | 8.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 55860
03:11:14.84 | INFO | utils.starter:start:70 | Thread 9 | main.session | Ждём 102.4 секунд!
03:11:18.76 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:11:18.86 | INFO | utils.starter:start:70 | Thread 7 | 8.session | Ждём 151.0 секунд!
03:11:21.51 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:11:24.35 | WARNING | utils.starter:start:54 | Thread 2 | 2.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 56180
03:11:30.67 | INFO | utils.starter:start:70 | Thread 2 | 2.session | Ждём 123.2 секунд!
03:11:49.34 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:11:52.15 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:11:54.99 | WARNING | utils.starter:start:54 | Thread 1 | 10.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 55990
03:11:55.13 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:11:58.00 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:12:01.45 | WARNING | utils.starter:start:54 | Thread 5 | 5.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 55970
03:12:02.36 | INFO | utils.starter:start:70 | Thread 1 | 10.session | Ждём 110.5 секунд!
03:12:07.96 | INFO | utils.starter:start:70 | Thread 5 | 5.session | Ждём 152.3 секунд!
03:12:17.14 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:12:19.61 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:12:22.29 | SUCCESS | utils.starter:start:54 | Thread 0 | 1.session | Выиграл и выбрал прогноз MOON! Награда: 10; Баланс: 56020
03:12:23.23 | WARNING | utils.starter:start:31 | Thread 6 | 7.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:12:26.24 | WARNING | utils.starter:start:31 | Thread 6 | 7.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:12:29.27 | SUCCESS | utils.starter:start:54 | Thread 6 | 7.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55990
03:12:30.54 | INFO | utils.starter:start:70 | Thread 0 | 1.session | Ждём 177.8 секунд!
03:12:35.14 | SUCCESS | utils.starter:start:54 | Thread 6 | 7.session | Выиграл и выбрал прогноз MOON! Награда: 20; Баланс: 56010
03:12:40.67 | INFO | utils.starter:start:70 | Thread 6 | 7.session | Ждём 178.4 секунд!
03:12:43.74 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:12:46.81 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:12:50.17 | WARNING | utils.starter:start:54 | Thread 3 | 3.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 56320
03:12:51.85 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:12:54.81 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:12:56.64 | INFO | utils.starter:start:70 | Thread 3 | 3.session | Ждём 120.9 секунд!
03:12:57.47 | SUCCESS | utils.starter:start:54 | Thread 8 | 9.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55860
